#	<x>	stDevX	<E>	stDevE
0	0.140913	-nan	-0.298915	-nan
1189	0.00131047	0.766985	0.515286	16.9698
1190	0.00167323	0.766712	0.515523	16.9776
1191	0.0018552	0.766444	0.515681	16.9854
1192	0.00160859	0.76617	0.515884	16.9932
1193	0.00200186	0.765907	0.515781	17.001
1194	0.00211016	0.765648	0.515424	17.0088
1195	0.00206817	0.765387	0.515219	17.0166
1196	0.00201144	0.765126	0.514777	17.0244
1197	0.00274535	0.764886	0.514984	17.0322
1198	0.00216141	0.76463	0.515238	17.0399
1199	0.00259964	0.764386	0.515265	17.0477
1200	0.00253185	0.764141	0.51466	17.0555
1201	0.00247095	0.763895	0.514025	17.0632
1202	0.00187054	0.763632	0.513773	17.0709
1203	0.00207733	0.763375	0.513696	17.0786
1204	0.00152599	0.763102	0.513338	17.0863
1205	0.00121233	0.762821	0.51338	17.094
1206	0.00150974	0.762548	0.513491	17.1017
1207	0.00148185	0.762275	0.513328	17.1094
1208	0.00241972	0.76203	0.513464	17.1171
1209	0.0025919	0.76179	0.513593	17.1248
1210	0.00268392	0.761553	0.513578	17.1325
1211	0.00214669	0.7613	0.513894	17.1402
1212	0.00163309	0.761033	0.513846	17.1478
1213	0.00214485	0.760782	0.513833	17.1555
1214	0.00157671	0.760514	0.514253	17.1632
1215	0.00155511	0.760246	0.514366	17.1709
1216	0.00139951	0.759974	0.513864	17.1786
1217	0.00139537	0.759702	0.513358	17.1862
1218	0.00076839	0.759413	0.513731	17.1939
1219	0.000597812	0.759119	0.513881	17.2016
1220	4.56459e-05	0.75881	0.514176	17.2092
1221	-8.03756e-05	0.758497	0.514265	17.2169
1222	7.79667e-05	0.758189	0.514298	17.2246
1223	0.000110798	0.757883	0.514485	17.2322
1224	1.19067e-05	0.757574	0.514179	17.2399
1225	0.000637431	0.757284	0.5142	17.2475
1226	0.000823753	0.756999	0.514372	17.2552
1227	4.50097e-05	0.756692	0.514886	17.2629
1228	0.000246401	0.756391	0.515105	17.2705
1229	0.000348093	0.756094	0.515214	17.2782
1230	0.00050051	0.755801	0.515435	17.2859
1231	0.000634167	0.755513	0.515361	17.2935
1232	0.000772404	0.755229	0.515276	17.3012
1233	0.000692788	0.754942	0.514079	17.3088
1234	0.000372292	0.754648	0.514096	17.3164
1235	-9.52977e-05	0.75434	0.513966	17.3241
1236	-0.000234293	0.754028	0.513403	17.3316
1237	-0.000473004	0.753711	0.513179	17.3392
1238	-0.000747752	0.753385	0.513267	17.3468
1239	-0.00111635	0.75305	0.512636	17.3544
1240	-0.000649298	0.752728	0.51212	17.3619
1241	-0.000950841	0.752399	0.511843	17.3695
1242	-0.00100085	0.752068	0.51161	17.377
1243	-0.00119633	0.751732	0.511662	17.3845
1244	-0.00138061	0.751391	0.511221	17.392
1245	-0.00158816	0.751045	0.51136	17.3995
1246	-0.00146231	0.750702	0.510966	17.407
1247	-0.0017329	0.750353	0.510622	17.4145
1248	-0.00130418	0.750016	0.510752	17.422
1249	-0.00190224	0.749662	0.510653	17.4294
1250	-0.00207645	0.749304	0.510715	17.4369
1251	-0.0020398	0.748947	0.510483	17.4444
1252	-0.00107537	0.748618	0.51117	17.4518
1253	-0.000877221	0.748295	0.510882	17.4593
1254	-0.000507276	0.747983	0.51101	17.4668
1255	-0.00141149	0.747645	0.511254	17.4742
1256	-0.00173288	0.747299	0.510411	17.4817
1257	-0.00121282	0.746968	0.509824	17.4891
1258	-0.000740395	0.746651	0.510209	17.4965
1259	-0.000204461	0.746349	0.510403	17.504
1260	0.000584303	0.74607	0.510501	17.5114
1261	0.00135434	0.745812	0.511159	17.5189
1262	0.00147944	0.745559	0.511083	17.5263
1263	0.00144373	0.745305	0.511061	17.5337
1264	0.000430489	0.745023	0.511595	17.5412
1265	0.000492989	0.744742	0.511359	17.5486
1266	0.000538256	0.744464	0.511482	17.5561
1267	0.000576998	0.744187	0.511378	17.5635
1268	0.000270532	0.743901	0.511475	17.571
1269	0.000678492	0.743627	0.511061	17.5784
1270	7.17745e-05	0.743337	0.511167	17.5858
1271	0.000115998	0.743048	0.511204	17.5932
1272	0.000243522	0.742763	0.511457	17.6006
1273	-0.000474585	0.742459	0.511686	17.6081
1274	-5.16162e-05	0.742166	0.511791	17.6155
1275	4.75134e-05	0.741877	0.511874	17.6229
1276	0.000542056	0.741602	0.512197	17.6304
1277	0.000384359	0.741323	0.512385	17.6378
1278	0.000245706	0.74104	0.512259	17.6452
1279	0.000206707	0.740756	0.512211	17.6526
1280	-0.000374018	0.740457	0.512632	17.6601
1281	-0.000100262	0.740166	0.512768	17.6675
1282	-0.00054939	0.739862	0.51283	17.6749
1283	-0.000394222	0.739563	0.512984	17.6824
1284	-0.000141561	0.739271	0.513238	17.6898
1285	-0.000390517	0.738973	0.51296	17.6972
1286	-0.000338012	0.738677	0.512732	17.7046
1287	-4.97811e-05	0.738389	0.51217	17.712
1288	-0.000367219	0.738093	0.512074	17.7194
1289	0.000190151	0.737812	0.512461	17.7268
1290	7.19082e-06	0.737527	0.512497	17.7342
1291	-6.78198e-05	0.737239	0.512392	17.7416
1292	-0.000369407	0.736944	0.512441	17.749
1293	-0.000260207	0.736652	0.512632	17.7564
1294	0.000310388	0.736377	0.512838	17.7638
1295	0.00052041	0.736107	0.512946	17.7712
1296	0.00100611	0.735852	0.513112	17.7786
1297	0.000640984	0.735586	0.51328	17.786
1298	0.000129498	0.735307	0.513543	17.7934
1299	0.000120373	0.735027	0.513742	17.8008
1300	0.000207826	0.734751	0.513736	17.8082
1301	-0.000238955	0.734462	0.513818	17.8156
1302	-7.60247e-05	0.734178	0.513515	17.823
1303	-0.000138143	0.733893	0.513147	17.8303
1304	-0.000526742	0.733598	0.512952	17.8377
1305	-0.00049922	0.733303	0.51295	17.8451
1306	0.000190944	0.733028	0.513517	17.8524
1307	0.000111473	0.732751	0.513579	17.8598
1308	0.000682106	0.73249	0.512905	17.8672
1309	7.3957e-05	0.732213	0.512964	17.8745
1310	0.000865621	0.731958	0.513306	17.8819
1311	0.00017034	0.731684	0.513697	17.8892
1312	-0.000486689	0.731392	0.514226	17.8966
1313	-0.000536753	0.731099	0.513821	17.904
1314	-0.00123976	0.730787	0.514121	17.9114
1315	-0.00123183	0.730475	0.514014	17.9187
1316	-0.00176937	0.730149	0.513578	17.9261
1317	-0.00198823	0.729818	0.513043	17.9334
1318	-0.00205371	0.729485	0.512557	17.9407
1319	-0.00193689	0.729155	0.512109	17.948
1320	-0.00149426	0.728838	0.511954	17.9553
1321	-0.00138746	0.728525	0.511529	17.9626
1322	-0.00103783	0.728221	0.511748	17.9699
1323	-0.000684147	0.727927	0.51189	17.9771
1324	-0.000986056	0.727626	0.511947	17.9844
1325	-0.000435447	0.72734	0.511674	17.9917
1326	-0.000789752	0.727044	0.511569	17.9989
1327	-0.0016036	0.726726	0.512128	18.0062
1328	-0.00121026	0.72642	0.512296	18.0135
1329	-0.00128001	0.726112	0.512421	18.0208
1330	-0.00118698	0.725807	0.512681	18.0281
1331	-0.000553906	0.725519	0.512862	18.0353
1332	-0.000292125	0.725239	0.513035	18.0426
1333	-0.000301914	0.724959	0.513294	18.0499
1334	-0.000216983	0.724682	0.513475	18.0572
1335	-0.000327185	0.724402	0.51344	18.0645
1336	-0.000289877	0.724123	0.513637	18.0718
1337	-0.000657599	0.723835	0.513705	18.0791
1338	-0.000698225	0.723546	0.513884	18.0864
1339	-0.00079934	0.723254	0.51385	18.0936
1340	-0.00065071	0.722967	0.513932	18.1009
1341	-0.000606976	0.722681	0.513939	18.1082
1342	-0.000981796	0.722385	0.513612	18.1155
1343	-0.000323019	0.722108	0.513928	18.1228
1344	-0.000291289	0.721832	0.513747	18.13
1345	-0.000499013	0.72155	0.513647	18.1373
1346	-0.00111688	0.721252	0.513922	18.1446
1347	-0.00158852	0.720941	0.513441	18.1518
1348	-0.00178711	0.720626	0.513665	18.1591
1349	-0.0023533	0.720295	0.513924	18.1663
1350	-0.00240712	0.719963	0.513847	18.1736
1351	-0.00256994	0.719627	0.513758	18.1808
1352	-0.00253459	0.719292	0.513185	18.1881
1353	-0.00265716	0.718955	0.513217	18.1953
1354	-0.00281298	0.718613	0.513246	18.2025
1355	-0.00307651	0.718265	0.513466	18.2098
1356	-0.00329512	0.717911	0.513457	18.217
1357	-0.00354825	0.717551	0.512933	18.2242
1358	-0.00361347	0.717189	0.513118	18.2314
1359	-0.00362958	0.716827	0.513196	18.2386
1360	-0.00318855	0.716477	0.512911	18.2458
1361	-0.00285872	0.716137	0.513167	18.253
1362	-0.00285933	0.715797	0.513335	18.2602
1363	-0.00311855	0.71545	0.513672	18.2675
1364	-0.00292352	0.715109	0.513497	18.2747
1365	-0.00322401	0.71476	0.513659	18.2819
1366	-0.00416151	0.714387	0.514002	18.2891
1367	-0.00420504	0.714012	0.514	18.2963
1368	-0.00385991	0.713647	0.513992	18.3035
1369	-0.00419052	0.713274	0.513601	18.3107
1370	-0.00447085	0.712893	0.513599	18.3179
1371	-0.00415925	0.712521	0.513689	18.3251
1372	-0.00390716	0.712156	0.513581	18.3323
1373	-0.00373049	0.711797	0.513456	18.3394
1374	-0.00330424	0.711449	0.513271	18.3466
1375	-0.00269124	0.711118	0.513632	18.3538
1376	-0.00299233	0.710779	0.513819	18.361
1377	-0.00308112	0.710439	0.513769	18.3682
1378	-0.00316052	0.710096	0.513767	18.3753
1379	-0.00228084	0.709778	0.514038	18.3825
1380	-0.00203965	0.709466	0.513674	18.3897
1381	-0.00208406	0.709153	0.512913	18.3968
1382	-0.00161363	0.708854	0.512732	18.4039
1383	-0.00151821	0.708557	0.512648	18.4111
1384	-0.0018209	0.708252	0.512737	18.4182
1385	-0.00221906	0.707937	0.512892	18.4253
1386	-0.00165321	0.707638	0.512669	18.4325
1387	-0.00145361	0.707344	0.512869	18.4396
1388	-0.0011915	0.707058	0.513051	18.4467
1389	-0.0013001	0.706769	0.513273	18.4538
1390	-0.00151821	0.706474	0.513524	18.461
1391	-0.00132218	0.706185	0.513218	18.4681
1392	-0.00126185	0.705898	0.513226	18.4752
1393	-0.00184745	0.705595	0.513261	18.4823
1394	-0.00187942	0.705292	0.513004	18.4894
1395	-0.00205148	0.704985	0.512661	18.4965
1396	-0.00209873	0.704677	0.512075	18.5036
1397	-0.00258073	0.704356	0.512315	18.5107
1398	-0.00291638	0.704026	0.512073	18.5178
1399	-0.00294793	0.703696	0.511599	18.5248
1400	-0.00247976	0.703379	0.511952	18.5319
1401	-0.00228421	0.703067	0.512115	18.539
1402	-0.00253204	0.702749	0.512127	18.546
1403	-0.00196539	0.702447	0.512462	18.5531
1404	-0.00173178	0.702151	0.512145	18.5602
1405	-0.00219057	0.701843	0.511883	18.5672
1406	-0.0014168	0.701556	0.51186	18.5743
1407	-0.00149902	0.701267	0.512058	18.5813
1408	-0.0018675	0.700968	0.512263	18.5884
1409	-0.00199234	0.700667	0.512172	18.5954
1410	-0.0024753	0.700353	0.511979	18.6024
1411	-0.00241388	0.700041	0.511617	18.6095
1412	-0.00221741	0.699734	0.511632	18.6165
1413	-0.00192235	0.699436	0.511835	18.6235
1414	-0.00124749	0.699155	0.512091	18.6306
1415	-0.000837305	0.698886	0.51201	18.6376
1416	-0.00118908	0.698608	0.51197	18.6446
1417	-0.00141415	0.698325	0.512205	18.6516
1418	-0.00130793	0.698044	0.512193	18.6587
1419	-0.00174046	0.697752	0.512415	18.6657
1420	-0.00160818	0.697464	0.512473	18.6727
1421	-0.0015455	0.697178	0.512441	18.6797
1422	-0.001255	0.6969	0.512615	18.6868
1423	-0.000545959	0.696641	0.513029	18.6938
1424	-0.000388058	0.696386	0.512926	18.7008
1425	-0.000357836	0.696133	0.51256	18.7078
1426	-0.000597804	0.695873	0.512669	18.7148
1427	-0.000548141	0.695615	0.512296	18.7218
1428	-0.000957829	0.695347	0.512501	18.7289
1429	-0.0011297	0.695074	0.512599	18.7359
1430	-0.00104637	0.694803	0.511977	18.7428
1431	-0.00176635	0.694514	0.512417	18.7498
1432	-0.00162103	0.694229	0.512259	18.7568
1433	-0.00182895	0.693939	0.512327	18.7638
1434	-0.00231998	0.693636	0.512611	18.7708
1435	-0.00255848	0.693327	0.512561	18.7778
1436	-0.00273885	0.693014	0.512476	18.7848
1437	-0.00336336	0.692684	0.512729	18.7918
1438	-0.00322262	0.692359	0.512345	18.7987
1439	-0.00350279	0.692026	0.512526	18.8057
1440	-0.00318379	0.691703	0.512673	18.8127
1441	-0.00333433	0.691375	0.512449	18.8197
1442	-0.00363137	0.69104	0.512364	18.8266
1443	-0.00348634	0.690709	0.512615	18.8336
1444	-0.00385951	0.690369	0.512953	18.8406
1445	-0.00408286	0.690023	0.51283	18.8476
1446	-0.00436116	0.68967	0.513011	18.8545
1447	-0.00419075	0.689322	0.513133	18.8615
1448	-0.00397624	0.68898	0.5132	18.8685
1449	-0.00347425	0.688651	0.51343	18.8754
1450	-0.00317274	0.688331	0.513504	18.8824
1451	-0.00292392	0.688017	0.513059	18.8894
1452	-0.00267112	0.68771	0.513133	18.8963
1453	-0.00257761	0.687406	0.512868	18.9033
1454	-0.00271226	0.687099	0.512493	18.9102
1455	-0.00292464	0.686787	0.512484	18.9172
1456	-0.00338973	0.686462	0.512807	18.9241
1457	-0.0036462	0.686132	0.51238	18.931
1458	-0.00345794	0.685806	0.512546	18.938
1459	-0.00275781	0.685499	0.512786	18.9449
1460	-0.00276803	0.685192	0.512389	18.9518
1461	-0.00255727	0.684891	0.51256	18.9587
1462	-0.00275949	0.684585	0.512581	18.9657
1463	-0.00280724	0.684278	0.512443	18.9726
1464	-0.00276213	0.683973	0.511827	18.9795
1465	-0.00310792	0.683658	0.511371	18.9864
1466	-0.00286607	0.683351	0.511024	18.9932
1467	-0.0027866	0.683045	0.510824	19.0001
1468	-0.0024936	0.682748	0.51115	19.007
1469	-0.00178843	0.682469	0.511682	19.0138
1470	-0.00142603	0.6822	0.512046	19.0207
1471	-0.00101697	0.681942	0.512283	19.0276
1472	-0.00115294	0.681681	0.512217	19.0345
1473	-0.00132744	0.681415	0.512284	19.0414
1474	-0.00107927	0.681156	0.511768	19.0483
1475	-0.00133422	0.680891	0.511864	19.0551
1476	-0.00119781	0.680629	0.511743	19.062
1477	-0.00124634	0.680367	0.511959	19.0689
1478	-0.00104469	0.680109	0.511921	19.0757
1479	-0.00118756	0.679849	0.511832	19.0826
1480	-0.00110515	0.679591	0.51187	19.0894
1481	-0.00155561	0.679321	0.511727	19.0963
1482	-0.00142173	0.679055	0.51186	19.1031
1483	-0.00121855	0.678795	0.511696	19.11
1484	-0.000772046	0.678547	0.511487	19.1168
1485	-0.000845823	0.678297	0.511446	19.1237
1486	-0.000165031	0.678064	0.511769	19.1305
1487	0.000242795	0.677843	0.511741	19.1373
1488	0.00046868	0.677628	0.511938	19.1442
1489	0.000606673	0.677416	0.511639	19.151
1490	0.000156647	0.677193	0.511779	19.1578
1491	0.000227056	0.676972	0.511579	19.1647
1492	-0.000110841	0.676743	0.511654	19.1715
1493	0.000110357	0.676519	0.51165	19.1783
1494	0.000770573	0.676313	0.511839	19.1851
1495	0.00153204	0.676126	0.5124	19.1919
1496	0.0011898	0.675932	0.512664	19.1988
1497	0.000913633	0.67573	0.512549	19.2056
1498	0.00131008	0.675538	0.512461	19.2125
1499	0.00137639	0.675349	0.512351	19.2193
1500	0.00141961	0.67516	0.512596	19.2261
1501	0.0019039	0.674985	0.512813	19.2329
1502	0.00225111	0.674818	0.512964	19.2398
1503	0.00255454	0.67466	0.513173	19.2466
1504	0.00302069	0.674514	0.513459	19.2534
1505	0.00268733	0.674359	0.513547	19.2603
1506	0.0024493	0.674199	0.513339	19.2671
1507	0.00204311	0.674028	0.513175	19.2739
1508	0.00185019	0.673852	0.513207	19.2808
1509	0.00222584	0.673687	0.513301	19.2876
1510	0.00272167	0.673534	0.513679	19.2944
1511	0.00194112	0.673361	0.514193	19.3013
1512	0.00186999	0.673187	0.51405	19.3081
1513	0.00201066	0.673016	0.514013	19.3149
1514	0.00217878	0.67285	0.514076	19.3218
1515	0.00219325	0.672685	0.513897	19.3286
1516	0.0025778	0.672529	0.514086	19.3354
1517	0.00278694	0.672379	0.514159	19.3422
1518	0.0026366	0.672226	0.51408	19.3491
1519	0.00223263	0.672062	0.513923	19.3559
1520	0.0022131	0.671898	0.51379	19.3627
1521	0.00245122	0.67174	0.51366	19.3695
1522	0.00319738	0.671601	0.513803	19.3763
1523	0.00307299	0.67146	0.513385	19.3831
1524	0.0031211	0.67132	0.513313	19.3899
1525	0.00296682	0.671176	0.513022	19.3967
1526	0.00259461	0.671023	0.51267	19.4034
1527	0.00269143	0.670872	0.512894	19.4102
1528	0.00268343	0.670721	0.512929	19.417
1529	0.00292295	0.670577	0.512956	19.4237
1530	0.00325107	0.670441	0.512939	19.4305
1531	0.00358914	0.670314	0.512923	19.4373
1532	0.00326763	0.670179	0.512858	19.444
1533	0.0032827	0.670044	0.512994	19.4508
1534	0.00292945	0.669901	0.513133	19.4575
1535	0.00331223	0.669767	0.513361	19.4643
1536	0.00367143	0.669643	0.513107	19.471
1537	0.00417963	0.669532	0.513254	19.4778
1538	0.00406112	0.669418	0.513129	19.4846
1539	0.0037505	0.669297	0.512925	19.4913
1540	0.00359189	0.669171	0.512714	19.498
1541	0.00382111	0.669051	0.512321	19.5048
1542	0.00416122	0.668941	0.512705	19.5115
1543	0.00374869	0.668819	0.512992	19.5182
1544	0.00345539	0.668691	0.513187	19.525
1545	0.00380667	0.668572	0.513316	19.5317
1546	0.00344721	0.668443	0.513141	19.5384
1547	0.00378018	0.668324	0.513251	19.5452
1548	0.00406652	0.668211	0.512813	19.5519
1549	0.00399721	0.668097	0.512604	19.5586
1550	0.00414579	0.667987	0.512294	19.5653
1551	0.00406889	0.667875	0.51216	19.572
1552	0.0037307	0.667755	0.512081	19.5787
1553	0.00353892	0.66763	0.512374	19.5854
1554	0.00361169	0.667507	0.512364	19.5921
1555	0.00419956	0.667399	0.512576	19.5988
1556	0.00392927	0.667284	0.512441	19.6055
1557	0.00392205	0.66717	0.512304	19.6122
1558	0.00420033	0.667062	0.512508	19.6188
1559	0.00401151	0.66695	0.512216	19.6255
1560	0.00385632	0.666834	0.51091	19.6322
1561	0.00337259	0.666706	0.51135	19.6388
1562	0.00325753	0.666575	0.510814	19.6455
1563	0.00344075	0.666449	0.510933	19.6521
1564	0.003591	0.666327	0.511123	19.6587
1565	0.00352068	0.666203	0.510997	19.6654
1566	0.003354	0.666076	0.511093	19.672
1567	0.00399724	0.665964	0.51131	19.6786
1568	0.00358959	0.665843	0.511066	19.6853
1569	0.00358306	0.665721	0.511034	19.6919
1570	0.00345455	0.665597	0.510481	19.6985
1571	0.00367852	0.665478	0.510189	19.7051
1572	0.00346926	0.665354	0.510007	19.7117
1573	0.00339546	0.665228	0.50983	19.7183
1574	0.00370745	0.66511	0.509964	19.7249
1575	0.00423136	0.665006	0.510233	19.7315
1576	0.00396873	0.664895	0.510408	19.7381
1577	0.00405359	0.664787	0.510121	19.7447
1578	0.00460137	0.664692	0.510364	19.7513
1579	0.0043701	0.664592	0.510066	19.7578
1580	0.00453716	0.664496	0.510298	19.7644
1581	0.00462748	0.664402	0.510484	19.771
1582	0.00486892	0.664315	0.510552	19.7776
1583	0.00480662	0.664226	0.510509	19.7842
1584	0.00462241	0.664132	0.510349	19.7907
1585	0.0049674	0.664048	0.510277	19.7973
1586	0.00463093	0.663955	0.510031	19.8039
1587	0.004146	0.66385	0.510174	19.8105
1588	0.00392723	0.66374	0.510017	19.817
1589	0.00405495	0.663633	0.51008	19.8236
1590	0.00408665	0.663527	0.509939	19.8301
1591	0.00398499	0.663418	0.50997	19.8367
1592	0.00373152	0.663303	0.510039	19.8432
1593	0.00366911	0.663187	0.510016	19.8498
1594	0.00402881	0.66308	0.509298	19.8563
1595	0.00419757	0.662978	0.508944	19.8628
1596	0.00416705	0.662875	0.508633	19.8693
1597	0.00427379	0.662774	0.508612	19.8758
1598	0.00423987	0.662673	0.508611	19.8823
1599	0.0035581	0.662555	0.508805	19.8888
1600	0.00380872	0.662443	0.50823	19.8953
1601	0.00405115	0.662338	0.508169	19.9018
1602	0.00419804	0.662236	0.508087	19.9083
1603	0.00376864	0.662124	0.508411	19.9148
1604	0.00378986	0.662012	0.50826	19.9213
1605	0.00373209	0.661899	0.508348	19.9278
1606	0.00398217	0.661793	0.508589	19.9342
1607	0.00366548	0.661678	0.508777	19.9407
1608	0.00300078	0.661548	0.509385	19.9472
1609	0.00316765	0.661421	0.509329	19.9537
1610	0.00369416	0.661308	0.509192	19.9602
1611	0.00400085	0.661203	0.509098	19.9667
1612	0.0043997	0.661107	0.509217	19.9732
1613	0.00412436	0.661005	0.50922	19.9797
1614	0.00423183	0.660906	0.508708	19.9862
1615	0.00405791	0.660803	0.508222	19.9926
1616	0.00420006	0.660703	0.507877	19.9991
1617	0.00392514	0.660596	0.50801	20.0055
1618	0.00399769	0.660492	0.508149	20.012
1619	0.00394784	0.660386	0.508129	20.0184
1620	0.00422336	0.660287	0.508391	20.0249
1621	0.00463574	0.660199	0.508446	20.0313
1622	0.00475771	0.660114	0.508556	20.0378
1623	0.00444894	0.660021	0.508443	20.0442
1624	0.00445687	0.659928	0.508325	20.0506
1625	0.00495644	0.659848	0.50839	20.0571
1626	0.00515078	0.659773	0.508458	20.0635
1627	0.00469516	0.659687	0.508121	20.07
1628	0.00460261	0.659599	0.50808	20.0764
1629	0.00459534	0.65951	0.507952	20.0828
1630	0.00453701	0.65942	0.507903	20.0892
1631	0.00476922	0.659337	0.507889	20.0956
1632	0.00436985	0.659243	0.508023	20.1021
1633	0.00443119	0.659151	0.507912	20.1085
1634	0.00457707	0.659062	0.507719	20.1149
1635	0.00477903	0.658979	0.507685	20.1213
1636	0.004629	0.658892	0.507814	20.1277
1637	0.00504843	0.658816	0.507964	20.1341
1638	0.00465423	0.65873	0.507991	20.1405
1639	0.0044344	0.658639	0.507585	20.1469
1640	0.00481486	0.658557	0.507569	20.1533
1641	0.00462577	0.658471	0.507511	20.1597
1642	0.0045118	0.658382	0.507275	20.166
1643	0.00452413	0.658293	0.507039	20.1724
1644	0.00463041	0.658207	0.507	20.1788
1645	0.00456189	0.65812	0.507001	20.1851
1646	0.00452625	0.658032	0.5068	20.1915
1647	0.00445712	0.657942	0.506699	20.1979
1648	0.00472552	0.657859	0.506886	20.2042
1649	0.00431467	0.657766	0.506993	20.2106
1650	0.00394785	0.657664	0.507181	20.2169
1651	0.00446046	0.657575	0.507333	20.2233
1652	0.00475883	0.657493	0.507503	20.2297
1653	0.00449173	0.657404	0.507575	20.236
1654	0.00485273	0.657325	0.507544	20.2424
1655	0.00469953	0.657242	0.506907	20.2487
1656	0.00483748	0.657163	0.50679	20.2551
1657	0.00438592	0.657072	0.506677	20.2614
1658	0.0045934	0.656987	0.506521	20.2677
1659	0.0047296	0.656905	0.5065	20.2741
1660	0.00514281	0.656834	0.506246	20.2804
1661	0.00469201	0.656751	0.505968	20.2867
1662	0.00470138	0.656669	0.505969	20.293
1663	0.00481117	0.65659	0.506045	20.2993
1664	0.0048828	0.656513	0.505911	20.3056
1665	0.00453915	0.656427	0.505984	20.3119
1666	0.00439208	0.656338	0.505789	20.3182
1667	0.00417139	0.656243	0.505738	20.3245
1668	0.00396454	0.656144	0.505569	20.3308
1669	0.00364217	0.656036	0.505687	20.3371
1670	0.00364798	0.655929	0.505828	20.3434
1671	0.00405518	0.655832	0.506031	20.3496
1672	0.0039431	0.655733	0.506077	20.3559
1673	0.00391611	0.655633	0.506133	20.3622
1674	0.00468159	0.655551	0.506146	20.3685
1675	0.00484818	0.655474	0.506256	20.3748
1676	0.00497543	0.6554	0.506107	20.3811
1677	0.00495192	0.655326	0.506286	20.3874
1678	0.00499798	0.655253	0.506163	20.3936
1679	0.00504753	0.655181	0.506097	20.3999
1680	0.00527913	0.655115	0.506007	20.4062
1681	0.00507584	0.655044	0.506202	20.4125
1682	0.0054786	0.654983	0.506222	20.4187
1683	0.00521062	0.654916	0.506292	20.425
1684	0.00501093	0.654843	0.506316	20.4313
1685	0.00488938	0.654768	0.506267	20.4376
1686	0.00440571	0.654682	0.506585	20.4438
1687	0.00403591	0.654586	0.506619	20.4501
1688	0.00374171	0.654483	0.506498	20.4564
1689	0.00355087	0.654376	0.506405	20.4626
1690	0.00334675	0.654264	0.506363	20.4689
1691	0.00332267	0.654152	0.506528	20.4752
1692	0.00338072	0.654041	0.506179	20.4814
1693	0.00357936	0.653935	0.506232	20.4877
1694	0.00395177	0.653838	0.506155	20.4939
1695	0.00429863	0.653749	0.505879	20.5002
1696	0.00410259	0.653656	0.505961	20.5064
1697	0.00405613	0.653563	0.506026	20.5127
1698	0.00406475	0.653469	0.505776	20.5189
1699	0.00360498	0.653364	0.505714	20.5251
1700	0.00375809	0.653263	0.505843	20.5313
1701	0.00404287	0.653169	0.506049	20.5376
1702	0.00424329	0.653081	0.506035	20.5438
1703	0.00412143	0.652989	0.506	20.55
1704	0.00390618	0.652892	0.505978	20.5563
1705	0.00384478	0.652794	0.505788	20.5625
1706	0.00432228	0.652707	0.506072	20.5687
1707	0.00413653	0.652616	0.506229	20.5749
1708	0.00397344	0.652521	0.506267	20.5812
1709	0.00416649	0.652432	0.506262	20.5874
1710	0.00453105	0.65235	0.506544	20.5936
1711	0.00412873	0.65226	0.506825	20.5999
1712	0.0034577	0.652153	0.507269	20.6061
1713	0.00374041	0.652053	0.507291	20.6123
1714	0.00396282	0.651959	0.507203	20.6186
1715	0.00402425	0.651866	0.507005	20.6248
1716	0.0042787	0.65178	0.50697	20.631
1717	0.0043296	0.651694	0.507027	20.6373
1718	0.00443994	0.651612	0.506761	20.6435
1719	0.00460628	0.651534	0.506691	20.6497
1720	0.0050038	0.651465	0.506879	20.6559
1721	0.00485805	0.651393	0.506718	20.6621
1722	0.00479545	0.651319	0.506802	20.6683
1723	0.00491999	0.651249	0.506526	20.6745
1724	0.00494399	0.651179	0.506464	20.6807
1725	0.00497226	0.651111	0.50639	20.6869
1726	0.00480629	0.651038	0.506454	20.6931
1727	0.00522259	0.650975	0.50667	20.6993
1728	0.00515106	0.650911	0.506896	20.7055
1729	0.00475832	0.650837	0.507085	20.7117
1730	0.00497532	0.650769	0.507061	20.7179
1731	0.00466135	0.650693	0.506699	20.7241
1732	0.00459524	0.650616	0.506495	20.7303
1733	0.00472751	0.650542	0.506116	20.7365
1734	0.00460363	0.650465	0.506367	20.7427
1735	0.00474966	0.650391	0.506471	20.7489
1736	0.00450982	0.650312	0.506175	20.755
1737	0.00461621	0.650236	0.505664	20.7612
1738	0.0041804	0.650149	0.505561	20.7673
1739	0.00374396	0.650052	0.505065	20.7735
1740	0.00371404	0.649955	0.504919	20.7796
1741	0.00362092	0.649855	0.504499	20.7857
1742	0.00359332	0.649755	0.504644	20.7919
1743	0.003484	0.649652	0.504634	20.798
1744	0.00383567	0.649558	0.504498	20.8041
1745	0.00465282	0.649483	0.505011	20.8102
1746	0.00459974	0.649407	0.504944	20.8164
1747	0.00492301	0.649339	0.504926	20.8225
1748	0.00484323	0.64927	0.504283	20.8286
1749	0.00486803	0.6492	0.504071	20.8347
1750	0.00483973	0.649131	0.503971	20.8408
1751	0.00489421	0.649062	0.503782	20.8469
1752	0.00452324	0.648985	0.504009	20.853
1753	0.00427996	0.648903	0.503759	20.859
1754	0.00424461	0.648819	0.503782	20.8651
1755	0.00359442	0.64872	0.504062	20.8712
1756	0.0034219	0.648617	0.50396	20.8773
1757	0.00353303	0.648517	0.503624	20.8834
1758	0.00426119	0.648434	0.503997	20.8894
1759	0.00397604	0.648345	0.504024	20.8955
1760	0.00405673	0.648258	0.504166	20.9016
1761	0.00434256	0.648177	0.50433	20.9077
