#	<x>	stDevX	<E>	stDevE
0	0.140913	-nan	-0.298915	-nan
607	0.00890538	1.11807	0.514937	11.643
608	0.00982255	1.11755	0.51538	11.6543
609	0.0110391	1.11708	0.516093	11.6657
610	0.0118353	1.11664	0.516348	11.677
611	0.0116974	1.11621	0.51551	11.6883
612	0.0109129	1.11574	0.515688	11.6996
613	0.0101671	1.11524	0.516002	11.7109
614	0.00909377	1.1147	0.515767	11.7222
615	0.00876842	1.11415	0.514614	11.7334
616	0.00835848	1.11358	0.514634	11.7446
617	0.00911552	1.11305	0.514318	11.7558
618	0.00926592	1.11252	0.51367	11.7669
619	0.010253	1.11204	0.512635	11.778
620	0.0100393	1.11155	0.512767	11.7891
621	0.00931266	1.11103	0.513302	11.8002
622	0.00902809	1.1105	0.513915	11.8113
623	0.00906185	1.10997	0.513567	11.8224
624	0.00946487	1.10946	0.513581	11.8335
625	0.00795581	1.1089	0.51453	11.8446
626	0.00720347	1.1083	0.514216	11.8557
627	0.0052972	1.10763	0.51564	11.8668
628	0.0056895	1.10698	0.51577	11.8779
629	0.00548697	1.10632	0.515097	11.889
630	0.00651845	1.1057	0.516001	11.9001
631	0.00549429	1.10505	0.515999	11.9112
632	0.00519885	1.10438	0.514861	11.9223
633	0.00555066	1.10373	0.514655	11.9333
634	0.00598256	1.1031	0.513632	11.9443
635	0.00661636	1.1025	0.51364	11.9553
636	0.00548292	1.10185	0.514456	11.9663
637	0.00533651	1.1012	0.513916	11.9772
638	0.00567013	1.10056	0.512901	11.9881
639	0.00498057	1.0999	0.51299	11.999
640	0.0052187	1.09925	0.511172	12.0099
641	0.00532443	1.0986	0.511583	12.0207
642	0.00528822	1.09796	0.511869	12.0315
643	0.00560063	1.09733	0.511435	12.0423
644	0.00416487	1.09664	0.511997	12.0532
645	0.00521351	1.096	0.512017	12.064
646	0.00475107	1.09534	0.511246	12.0747
647	0.00560772	1.09472	0.511423	12.0855
648	0.00514146	1.09408	0.511859	12.0963
649	0.00484415	1.09343	0.511298	12.107
650	0.00577571	1.09281	0.511725	12.1178
651	0.00595326	1.09221	0.511885	12.1285
652	0.00493266	1.09157	0.512631	12.1393
653	0.00413324	1.09089	0.512954	12.1501
654	0.00442918	1.09024	0.512555	12.1608
655	0.00347192	1.08954	0.51293	12.1716
656	0.00193048	1.08879	0.512849	12.1823
657	0.000538013	1.08798	0.512992	12.1931
658	0.000877087	1.08719	0.513107	12.2038
659	0.00228618	1.08646	0.512981	12.2145
660	0.0032629	1.08576	0.513452	12.2252
661	0.00338388	1.08508	0.513808	12.236
662	0.00362192	1.0844	0.513937	12.2467
663	0.00345152	1.08372	0.514058	12.2574
664	0.00385778	1.08305	0.514504	12.2682
665	0.00351981	1.08238	0.514854	12.2789
666	0.00340578	1.0817	0.51394	12.2896
667	0.00263605	1.08099	0.514348	12.3003
668	0.00376074	1.08033	0.515145	12.311
669	0.0032619	1.07965	0.515233	12.3217
670	0.00318355	1.07897	0.515056	12.3324
671	0.00261274	1.07827	0.515569	12.3431
672	0.00264219	1.07757	0.515691	12.3538
673	0.00150536	1.07683	0.515561	12.3645
674	0.000984536	1.07607	0.515016	12.3752
675	-0.000307248	1.07526	0.515819	12.3858
676	0.000530401	1.07449	0.515752	12.3965
677	0.000670437	1.07373	0.515618	12.4072
678	0.000214096	1.07294	0.515587	12.4178
679	-0.000697848	1.07213	0.516153	12.4285
680	-0.000373063	1.07133	0.515529	12.4391
681	-9.17392e-05	1.07054	0.514193	12.4497
682	-0.000898549	1.06972	0.51407	12.4602
683	-0.000752322	1.06891	0.514486	12.4708
684	-0.000657874	1.06811	0.514126	12.4813
685	-0.000313004	1.06732	0.513822	12.4918
686	-4.12026e-06	1.06654	0.513042	12.5023
687	-0.0014692	1.06571	0.513468	12.5128
688	-0.00233313	1.06485	0.513101	12.5233
689	-0.00431269	1.06392	0.51469	12.5338
690	-0.00429671	1.06298	0.51481	12.5443
691	-0.00463495	1.06204	0.515248	12.5548
692	-0.00434419	1.06111	0.515651	12.5653
693	-0.00428049	1.06018	0.516007	12.5759
694	-0.00511161	1.05923	0.516556	12.5864
695	-0.00443329	1.0583	0.516833	12.5969
696	-0.00372526	1.0574	0.516755	12.6075
697	-0.00405004	1.05649	0.516437	12.618
698	-0.00385561	1.05559	0.516258	12.6285
699	-0.00408191	1.05468	0.515718	12.639
700	-0.00378613	1.05379	0.514668	12.6494
701	-0.0036816	1.0529	0.514116	12.6598
702	-0.00380975	1.05201	0.513507	12.6701
703	-0.00319855	1.05114	0.51339	12.6805
704	-0.00244076	1.05031	0.514008	12.6908
705	-0.00268763	1.04946	0.5142	12.7012
706	-0.00428013	1.04856	0.515077	12.7116
707	-0.0047714	1.04764	0.514621	12.7219
708	-0.00530936	1.0467	0.514443	12.7323
709	-0.00573368	1.04575	0.513983	12.7426
710	-0.00524796	1.04482	0.513992	12.7529
711	-0.00527214	1.04389	0.514448	12.7632
712	-0.00314338	1.04304	0.516299	12.7736
713	-0.00373662	1.04217	0.51626	12.784
714	-0.00255763	1.04135	0.516538	12.7944
715	-0.00221304	1.04054	0.516216	12.8047
716	-0.00271757	1.03971	0.51494	12.815
717	-0.00317287	1.03887	0.514548	12.8253
718	-0.00275779	1.03805	0.514342	12.8355
719	-0.00217567	1.03725	0.513532	12.8458
720	-0.00210824	1.03645	0.512419	12.8559
721	-0.00197207	1.03566	0.512091	12.8661
722	-0.0019268	1.03487	0.512399	12.8762
723	-0.00272862	1.03406	0.51295	12.8864
724	-0.00286391	1.03324	0.513185	12.8966
725	-0.00339478	1.0324	0.513715	12.9068
726	-0.00322512	1.03157	0.513708	12.9169
727	-0.00297045	1.03075	0.513344	12.9271
728	-0.00223978	1.02996	0.513345	12.9372
729	-0.00255739	1.02917	0.51352	12.9474
730	-0.00231238	1.02838	0.513841	12.9575
731	-0.00298586	1.02756	0.513639	12.9676
732	-0.00229474	1.02678	0.51332	12.9777
733	-0.00234612	1.02599	0.513384	12.9878
734	-0.00295183	1.02519	0.513733	12.998
735	-0.00227927	1.02441	0.513261	13.008
736	-0.00297013	1.02361	0.512942	13.0181
737	-0.00356853	1.02278	0.511732	13.0281
738	-0.00407062	1.02194	0.512061	13.0381
739	-0.00421751	1.0211	0.511778	13.0481
740	-0.00485715	1.02023	0.512047	13.0581
741	-0.00557303	1.01934	0.511976	13.0681
742	-0.0050557	1.01847	0.511915	13.0781
743	-0.00337099	1.01766	0.512544	13.0881
744	-0.00380496	1.01684	0.512329	13.0981
745	-0.00362603	1.01602	0.510688	13.108
746	-0.00371293	1.01521	0.510067	13.1179
747	-0.00408173	1.01438	0.510381	13.1278
748	-0.0043979	1.01355	0.510721	13.1377
749	-0.00529319	1.01268	0.510865	13.1476
750	-0.00622276	1.01178	0.510996	13.1575
751	-0.00594156	1.01089	0.510652	13.1673
752	-0.00558938	1.01001	0.510787	13.1772
753	-0.00429653	1.00919	0.511373	13.1871
754	-0.00326635	1.0084	0.510976	13.1969
755	-0.00342907	1.00761	0.511279	13.2068
756	-0.00313928	1.00683	0.511704	13.2167
757	-0.00243313	1.00608	0.511764	13.2265
758	-0.00387336	1.00528	0.512638	13.2364
759	-0.00350761	1.00449	0.512668	13.2463
760	-0.00477341	1.00366	0.512967	13.2562
761	-0.00477658	1.00283	0.513044	13.2661
762	-0.00552971	1.00197	0.513027	13.276
763	-0.00588849	1.0011	0.5123	13.2858
764	-0.0055953	1.00025	0.51228	13.2956
765	-0.00566221	0.99939	0.511621	13.3054
766	-0.00495295	0.99856	0.511583	13.3152
767	-0.00539955	0.997716	0.51178	13.325
768	-0.00459775	0.996902	0.512043	13.3348
769	-0.0052538	0.996066	0.512433	13.3446
770	-0.00395637	0.995278	0.512888	13.3545
771	-0.00445669	0.994474	0.513135	13.3643
772	-0.00381406	0.993694	0.512004	13.374
773	-0.0038812	0.992914	0.511418	13.3838
774	-0.00352159	0.992147	0.511172	13.3935
775	-0.00378999	0.991373	0.510804	13.4032
776	-0.00323227	0.99062	0.510953	13.4129
777	-0.00256423	0.989892	0.510712	13.4226
778	-0.00237079	0.989172	0.510616	13.4323
779	-0.00214848	0.988462	0.510787	13.4419
780	-0.00196857	0.987759	0.510168	13.4516
781	-0.00186183	0.987062	0.509955	13.4612
782	-0.00151861	0.986378	0.509628	13.4708
783	-0.000749176	0.985722	0.509614	13.4804
784	-0.000970169	0.985061	0.509897	13.49
785	-0.00121591	0.984391	0.509869	13.4996
786	-0.00258841	0.983674	0.511054	13.5093
787	-0.00270212	0.982954	0.511334	13.5189
788	-0.00295853	0.982227	0.511063	13.5285
789	-0.00384486	0.981469	0.510869	13.5382
790	-0.00406387	0.980705	0.511056	13.5478
791	-0.00435562	0.979932	0.511376	13.5574
792	-0.0044144	0.979158	0.511425	13.567
793	-0.0058656	0.978334	0.512685	13.5766
794	-0.00589535	0.97751	0.511961	13.5863
795	-0.00529633	0.976709	0.511653	13.5959
796	-0.0059521	0.975886	0.511877	13.6055
797	-0.0062222	0.975055	0.511874	13.615
798	-0.00638562	0.97422	0.512188	13.6246
799	-0.00655404	0.97338	0.512186	13.6342
800	-0.00647769	0.972544	0.512511	13.6438
801	-0.00670494	0.971702	0.512567	13.6534
802	-0.00662909	0.970863	0.512463	13.663
803	-0.0065944	0.970028	0.512648	13.6726
804	-0.00694832	0.969181	0.512885	13.6822
805	-0.00708752	0.968331	0.512965	13.6917
806	-0.00723656	0.967477	0.511939	13.7013
807	-0.00683004	0.966639	0.510779	13.7108
808	-0.00600163	0.965831	0.510623	13.7202
809	-0.00570017	0.965035	0.510712	13.7297
810	-0.00657383	0.96421	0.511426	13.7392
811	-0.00531315	0.963431	0.512238	13.7487
812	-0.00630427	0.962618	0.512781	13.7582
813	-0.00570426	0.961827	0.513076	13.7678
814	-0.00576104	0.961036	0.513209	13.7773
815	-0.00619977	0.960231	0.513414	13.7868
816	-0.00592907	0.959436	0.513714	13.7963
817	-0.00627793	0.958631	0.513682	13.8059
818	-0.00666924	0.957813	0.51388	13.8154
819	-0.00534198	0.957043	0.514439	13.8249
820	-0.00486483	0.956291	0.514462	13.8345
821	-0.00474081	0.955545	0.51447	13.844
822	-0.00444336	0.95481	0.512784	13.8535
823	-0.0048172	0.954064	0.512668	13.8629
824	-0.00415881	0.953341	0.512759	13.8724
825	-0.00424617	0.952617	0.512725	13.8818
826	-0.00442824	0.951888	0.512654	13.8912
827	-0.00501608	0.951139	0.512226	13.9006
828	-0.00434775	0.950415	0.512406	13.91
829	-0.00366372	0.949716	0.512093	13.9194
830	-0.00388114	0.949011	0.512275	13.9288
831	-0.00369994	0.948313	0.511981	13.9382
832	-0.00227453	0.947665	0.512788	13.9476
833	-0.00191847	0.947031	0.512481	13.957
834	-0.00229569	0.946385	0.511908	13.9663
835	-0.0020169	0.94575	0.512141	13.9757
836	-0.00169429	0.945127	0.512062	13.985
837	-0.00159804	0.944508	0.512203	13.9944
838	-0.00136582	0.943899	0.512015	14.0037
839	-0.000766295	0.943311	0.511982	14.013
840	0.000322737	0.942762	0.512314	14.0224
841	-0.000188686	0.942196	0.512418	14.0317
842	-0.00125965	0.941594	0.513295	14.0411
843	-0.00107999	0.941	0.512878	14.0504
844	-0.000763149	0.940417	0.512656	14.0597
845	-0.000262545	0.939853	0.512657	14.069
846	-0.000684265	0.939275	0.512805	14.0783
847	-0.000860544	0.938692	0.512721	14.0876
848	-0.00171457	0.938081	0.513236	14.097
849	-0.00149362	0.937479	0.513445	14.1063
850	-0.00175543	0.936868	0.51356	14.1156
851	-0.00204868	0.936249	0.513663	14.1249
852	-0.00234995	0.93562	0.514033	14.1342
853	-0.00143829	0.935023	0.514376	14.1435
854	-0.00226695	0.9344	0.514643	14.1529
855	-0.00166511	0.933797	0.514368	14.1622
856	-0.00142709	0.933204	0.514342	14.1715
857	-0.00204731	0.932591	0.514649	14.1808
858	-0.00210472	0.931977	0.514978	14.1901
859	-0.00209244	0.931364	0.515188	14.1994
860	-0.00251167	0.930738	0.514849	14.2087
861	-0.00288347	0.930101	0.514165	14.218
862	-0.00283679	0.929466	0.514462	14.2272
863	-0.0026036	0.92884	0.514658	14.2365
864	-0.00326167	0.928193	0.514087	14.2458
865	-0.00386741	0.927526	0.514532	14.255
866	-0.00458737	0.926836	0.514595	14.2643
867	-0.00432939	0.926156	0.514514	14.2735
868	-0.00425668	0.925479	0.514267	14.2828
869	-0.00533123	0.924767	0.515036	14.292
870	-0.00524343	0.924059	0.51378	14.3012
871	-0.00545211	0.923345	0.511606	14.3103
872	-0.00523239	0.922639	0.509984	14.3194
873	-0.00433539	0.921966	0.510202	14.3285
874	-0.00397551	0.921305	0.510285	14.3375
875	-0.00451303	0.920627	0.510454	14.3466
876	-0.00502259	0.919933	0.509672	14.3556
877	-0.00511367	0.919237	0.509595	14.3646
878	-0.00499162	0.918546	0.509288	14.3736
879	-0.00435589	0.917878	0.509617	14.3826
880	-0.00406809	0.917221	0.509552	14.3916
881	-0.00287225	0.916605	0.509969	14.4006
882	-0.00254111	0.916001	0.509471	14.4096
883	-0.00195093	0.915417	0.509238	14.4186
884	-0.00251885	0.914816	0.509351	14.4276
885	-0.00276452	0.914207	0.508754	14.4365
886	-0.00222195	0.913618	0.508603	14.4455
887	-0.00122385	0.913063	0.50948	14.4544
888	-0.00110125	0.912513	0.509236	14.4634
889	-0.00116726	0.911961	0.508805	14.4723
890	-0.00125857	0.911408	0.50895	14.4812
891	-0.000877428	0.910868	0.508842	14.4901
892	-0.000288178	0.910349	0.509419	14.4991
893	-0.000413823	0.909826	0.509707	14.508
894	0.000285544	0.909328	0.509838	14.5169
895	0.000149079	0.908826	0.509767	14.5259
896	-0.000921949	0.908289	0.509966	14.5348
897	-0.000307241	0.907774	0.510096	14.5437
898	-0.000397877	0.907256	0.510267	14.5527
899	-0.000101985	0.906749	0.509753	14.5616
900	-0.000902091	0.906216	0.510079	14.5705
901	-0.00190578	0.905651	0.510555	14.5794
902	-0.00275174	0.905058	0.510916	14.5883
903	-0.00322973	0.904451	0.511445	14.5973
904	-0.00350368	0.903835	0.511724	14.6062
905	-0.00296556	0.903238	0.512072	14.6151
906	-0.00324153	0.902633	0.512313	14.6241
907	-0.00336901	0.902025	0.512524	14.633
908	-0.00308132	0.901427	0.512468	14.642
909	-0.00275192	0.900841	0.512432	14.6509
910	-0.00328738	0.900238	0.512826	14.6599
911	-0.00344709	0.899631	0.512725	14.6688
912	-0.00416379	0.899001	0.513204	14.6778
913	-0.00305036	0.898408	0.514001	14.6867
914	-0.0028732	0.897823	0.514277	14.6957
915	-0.00292404	0.897237	0.513541	14.7047
916	-0.00328933	0.896639	0.513563	14.7136
917	-0.00259023	0.896066	0.514093	14.7225
918	-0.00324255	0.895472	0.514112	14.7315
919	-0.00349763	0.89487	0.514464	14.7404
920	-0.00230958	0.894309	0.51479	14.7494
921	-0.00272214	0.893735	0.514692	14.7583
922	-0.00233284	0.893174	0.514236	14.7673
923	-0.00347897	0.892577	0.514463	14.7762
924	-0.00430142	0.891953	0.514696	14.7851
925	-0.00377963	0.891348	0.515131	14.7941
926	-0.00417554	0.890731	0.515254	14.803
927	-0.00390909	0.890123	0.515512	14.812
928	-0.0039898	0.889513	0.515308	14.8209
929	-0.00311247	0.888933	0.515574	14.8298
930	-0.00308423	0.888355	0.515429	14.8388
931	-0.00288547	0.887785	0.515489	14.8477
932	-0.00299717	0.887211	0.514768	14.8566
933	-0.00230824	0.886661	0.515223	14.8655
934	-0.00156312	0.886136	0.515436	14.8744
935	-0.00239877	0.885585	0.51533	14.8833
936	-0.00285998	0.885019	0.515343	14.8922
937	-0.00217382	0.884477	0.515213	14.9011
938	-0.00283657	0.883914	0.51481	14.9099
939	-0.00293177	0.883349	0.513855	14.9187
940	-0.00267381	0.882792	0.513017	14.9275
941	-0.00345709	0.882212	0.513091	14.9363
942	-0.00339673	0.881634	0.512948	14.9451
943	-0.00442685	0.881023	0.513252	14.9539
944	-0.00395256	0.880429	0.51249	14.9627
945	-0.00366804	0.879845	0.512508	14.9714
946	-0.00366259	0.879262	0.512677	14.9802
947	-0.00233763	0.878722	0.513506	14.9889
948	-0.00204383	0.878193	0.513292	14.9977
949	-0.00213847	0.877662	0.513211	15.0064
950	-0.00231873	0.877126	0.512921	15.0152
951	-0.00217849	0.876595	0.512746	15.0239
952	-0.00137269	0.876091	0.512481	15.0326
953	-0.000343416	0.875621	0.512674	15.0414
954	0.000257452	0.875171	0.512697	15.0501
955	0.000777625	0.874739	0.512806	15.0588
956	0.000749755	0.874307	0.512666	15.0675
957	-0.000447192	0.873836	0.512693	15.0762
958	-0.000412408	0.873368	0.512895	15.0849
959	-0.000649458	0.872892	0.51312	15.0936
960	-0.000526194	0.872422	0.513315	15.1023
961	-0.000343224	0.871957	0.51361	15.111
962	-0.000241426	0.871497	0.513259	15.1197
963	-0.000222578	0.871038	0.51338	15.1284
964	9.05846e-05	0.87059	0.513121	15.137
965	0.000277614	0.870149	0.513174	15.1457
966	-0.000475874	0.869684	0.512004	15.1543
967	-0.000442285	0.869221	0.512107	15.163
968	-0.000334745	0.868762	0.512108	15.1716
969	-0.000520072	0.868298	0.511426	15.1802
970	-0.00108627	0.867816	0.511524	15.1888
971	-0.00102202	0.867338	0.510867	15.1974
972	-0.0020016	0.866828	0.510731	15.2059
973	-0.00160861	0.866332	0.510482	15.2145
974	-0.001635	0.865836	0.510712	15.223
975	-0.00142854	0.865347	0.510876	15.2316
976	-0.00209917	0.864837	0.511258	15.2401
977	-0.00166697	0.864342	0.511354	15.2487
978	-0.00184323	0.863842	0.510815	15.2572
979	-0.00194993	0.863339	0.510915	15.2658
980	-0.00270726	0.862813	0.511274	15.2743
981	-0.00330192	0.862269	0.511621	15.2829
982	-0.003122	0.861731	0.511948	15.2914
983	-0.0027429	0.861206	0.512235	15.3
984	-0.00182911	0.860711	0.512605	15.3085
985	-0.0023417	0.860201	0.512839	15.3171
986	-0.00157177	0.859715	0.513001	15.3257
987	-0.00186999	0.859221	0.512665	15.3342
988	-0.00245722	0.858709	0.511942	15.3427
989	-0.00323472	0.858173	0.511631	15.3512
990	-0.00398356	0.857613	0.511944	15.3598
991	-0.00453358	0.857038	0.511142	15.3682
992	-0.00426729	0.856471	0.511521	15.3767
993	-0.00414493	0.855909	0.511764	15.3852
994	-0.00433028	0.855342	0.511318	15.3937
995	-0.00426964	0.854778	0.510671	15.4022
996	-0.00492796	0.854194	0.510943	15.4106
997	-0.00472013	0.853617	0.510324	15.419
998	-0.00469887	0.853041	0.510385	15.4275
999	-0.00491464	0.85246	0.509895	15.4359
1000	-0.00490806	0.851879	0.509409	15.4443
1001	-0.00521902	0.851289	0.509633	15.4527
1002	-0.00483963	0.850713	0.509715	15.4611
1003	-0.00495215	0.850133	0.509794	15.4694
1004	-0.00513748	0.849549	0.510027	15.4778
1005	-0.00520194	0.848963	0.509888	15.4862
1006	-0.00530966	0.848374	0.509607	15.4946
1007	-0.00615214	0.84776	0.509923	15.503
1008	-0.00631375	0.847142	0.510052	15.5113
1009	-0.00611769	0.84653	0.509217	15.5197
1010	-0.00563222	0.845935	0.509531	15.528
1011	-0.0059207	0.845331	0.509363	15.5364
1012	-0.00574696	0.844734	0.508662	15.5447
1013	-0.0054828	0.844145	0.508701	15.553
1014	-0.00577435	0.843549	0.50865	15.5613
1015	-0.00558594	0.842959	0.509002	15.5696
1016	-0.0056657	0.842367	0.508957	15.5779
1017	-0.00677025	0.841741	0.50902	15.5862
1018	-0.00708952	0.841107	0.509263	15.5945
1019	-0.00793513	0.840446	0.509673	15.6028
1020	-0.0078403	0.83979	0.509658	15.6111
1021	-0.0084379	0.839116	0.50999	15.6194
1022	-0.00857722	0.838438	0.510056	15.6277
1023	-0.00885922	0.837752	0.510161	15.636
1024	-0.00922373	0.837056	0.51044	15.6444
1025	-0.00959827	0.836348	0.510347	15.6527
1026	-0.00991	0.835632	0.510314	15.661
1027	-0.00960785	0.834927	0.510473	15.6693
1028	-0.00961261	0.834222	0.510621	15.6776
1029	-0.00955668	0.83352	0.510708	15.6859
1030	-0.0104554	0.83279	0.5109	15.6942
1031	-0.00991288	0.832079	0.511097	15.7025
1032	-0.00928414	0.831387	0.511307	15.7108
1033	-0.00949889	0.83069	0.511376	15.7191
1034	-0.00939237	0.829998	0.511672	15.7274
1035	-0.00933197	0.829307	0.511811	15.7357
1036	-0.00891486	0.828631	0.512167	15.744
1037	-0.00804808	0.827983	0.512812	15.7523
1038	-0.00725127	0.82736	0.513116	15.7607
1039	-0.0073555	0.826734	0.513326	15.769
1040	-0.00776504	0.826097	0.513558	15.7774
1041	-0.00829059	0.825444	0.513485	15.7857
1042	-0.00845565	0.824787	0.51352	15.794
1043	-0.00778494	0.824151	0.513956	15.8024
1044	-0.00808732	0.823507	0.513849	15.8107
1045	-0.00762322	0.822878	0.514209	15.819
1046	-0.00758294	0.822251	0.514048	15.8274
1047	-0.00744496	0.821629	0.513624	15.8357
1048	-0.00820065	0.820985	0.513994	15.844
1049	-0.00781295	0.820353	0.514115	15.8523
1050	-0.00723535	0.81974	0.513574	15.8606
1051	-0.00682176	0.819141	0.513482	15.8689
1052	-0.00674082	0.818544	0.513166	15.8772
1053	-0.00699265	0.817941	0.512868	15.8854
1054	-0.00600941	0.817369	0.513087	15.8937
1055	-0.00563125	0.816809	0.512739	15.902
1056	-0.00666013	0.816218	0.513623	15.9102
1057	-0.00539987	0.815667	0.514438	15.9185
1058	-0.00564368	0.815108	0.514218	15.9268
1059	-0.0056038	0.814552	0.513687	15.9351
1060	-0.00508285	0.814013	0.513818	15.9433
1061	-0.00460522	0.813488	0.513699	15.9516
1062	-0.00409472	0.812981	0.513253	15.9598
1063	-0.00405865	0.812474	0.512234	15.968
1064	-0.00423826	0.811963	0.511791	15.9762
1065	-0.0040542	0.811459	0.51189	15.9844
1066	-0.00303703	0.810986	0.512727	15.9926
1067	-0.00362787	0.810495	0.512766	16.0008
1068	-0.00422394	0.809987	0.513179	16.009
1069	-0.00459513	0.809469	0.513411	16.0172
1070	-0.00499518	0.808939	0.512746	16.0254
1071	-0.00538833	0.808397	0.512954	16.0336
1072	-0.00485729	0.807872	0.513234	16.0418
1073	-0.00442982	0.807361	0.513319	16.05
1074	-0.00345871	0.806881	0.513727	16.0582
1075	-0.00384198	0.806389	0.513776	16.0664
1076	-0.0037708	0.8059	0.513485	16.0746
1077	-0.0035591	0.805418	0.513172	16.0828
1078	-0.00401502	0.804923	0.513542	16.0909
1079	-0.00447594	0.804415	0.513704	16.0991
1080	-0.0047916	0.803897	0.513905	16.1073
1081	-0.00490759	0.803377	0.513734	16.1155
1082	-0.00473003	0.802862	0.513779	16.1236
1083	-0.00496444	0.802342	0.513969	16.1318
1084	-0.0049244	0.801823	0.513911	16.14
1085	-0.00421863	0.801326	0.51335	16.1481
1086	-0.00365228	0.800847	0.512263	16.1562
1087	-0.00442145	0.800345	0.512589	16.1643
1088	-0.00385188	0.799861	0.511989	16.1724
1089	-0.0040632	0.799371	0.51187	16.1805
1090	-0.00443579	0.798871	0.512205	16.1886
1091	-0.00440155	0.798372	0.512058	16.1967
1092	-0.00381863	0.797892	0.512057	16.2048
1093	-0.00314051	0.797433	0.512301	16.2128
1094	-0.00283594	0.796983	0.512321	16.2209
1095	-0.00217056	0.796554	0.512247	16.229
1096	-0.00209143	0.796128	0.512116	16.2371
1097	-0.0017713	0.795713	0.512082	16.2451
1098	-0.00161725	0.795302	0.512113	16.2532
1099	-0.00160735	0.794892	0.511181	16.2612
1100	-0.00151548	0.794486	0.510449	16.2692
1101	-0.00113468	0.794092	0.510381	16.2772
1102	-0.000673321	0.793712	0.510704	16.2852
1103	-0.000403488	0.79334	0.510869	16.2932
1104	-0.000595738	0.792964	0.510711	16.3012
1105	0.000280701	0.792614	0.511236	16.3092
1106	0.000187356	0.792262	0.511451	16.3172
1107	0.00028208	0.791913	0.511654	16.3252
1108	3.13546e-05	0.791557	0.511423	16.3332
1109	-0.000125506	0.791197	0.511341	16.3412
1110	0.000381783	0.790853	0.511294	16.3491
1111	0.000808985	0.790521	0.511208	16.3571
1112	0.00102385	0.790197	0.511075	16.3651
1113	0.000917236	0.78987	0.510716	16.373
1114	0.00106656	0.789548	0.51034	16.381
1115	0.000859264	0.78922	0.509901	16.3889
1116	0.00170245	0.788918	0.510359	16.3968
1117	0.00212402	0.788629	0.510491	16.4048
1118	0.002637	0.788356	0.510854	16.4127
1119	0.00285077	0.788089	0.509453	16.4206
1120	0.00336677	0.787839	0.509423	16.4285
1121	0.00311487	0.787581	0.509613	16.4364
1122	0.00298198	0.787319	0.509585	16.4443
1123	0.00304426	0.78706	0.509783	16.4522
1124	0.00313553	0.786804	0.509611	16.46
1125	0.00235287	0.786525	0.509842	16.4679
1126	0.00212213	0.786239	0.510065	16.4758
1127	0.00144597	0.785934	0.510526	16.4837
1128	0.00183791	0.785641	0.510507	16.4916
1129	0.00192599	0.785351	0.510519	16.4995
1130	0.00198124	0.785063	0.510776	16.5074
1131	0.000964486	0.784745	0.511348	16.5153
1132	0.00123005	0.784435	0.511255	16.5232
1133	0.00151988	0.784135	0.511464	16.5311
1134	0.00143539	0.783832	0.511548	16.539
1135	0.00154484	0.783533	0.511653	16.5469
1136	0.00107867	0.783221	0.511702	16.5548
1137	0.00112742	0.78291	0.511611	16.5627
1138	0.000793057	0.78259	0.511542	16.5705
1139	0.000517888	0.782263	0.511108	16.5784
1140	-0.000358305	0.781909	0.511504	16.5863
1141	-0.000219326	0.781561	0.511212	16.5942
1142	-0.000378854	0.781208	0.511052	16.602
1143	-6.42773e-05	0.780865	0.51095	16.6099
1144	-7.37317e-05	0.780522	0.510666	16.6177
1145	-9.27271e-05	0.780179	0.510496	16.6255
1146	0.000736342	0.779861	0.510878	16.6334
1147	0.00149158	0.779565	0.510606	16.6412
1148	0.00162935	0.779274	0.510934	16.649
1149	0.00178837	0.778988	0.511119	16.6568
1150	0.00105527	0.778681	0.511476	16.6647
1151	0.000360369	0.778354	0.511496	16.6725
1152	0.000222318	0.778023	0.511693	16.6804
1153	0.000137443	0.777691	0.511477	16.6882
1154	0.00100139	0.777384	0.512094	16.696
1155	0.000584184	0.777065	0.51191	16.7039
1156	0.000665016	0.776749	0.511955	16.7117
1157	0.000526222	0.776429	0.511654	16.7195
1158	0.00095073	0.776122	0.511727	16.7273
1159	0.000926423	0.775815	0.511398	16.7351
1160	0.000949153	0.775509	0.511608	16.7429
1161	0.000820342	0.7752	0.511476	16.7507
1162	-0.000106065	0.774863	0.512262	16.7585
1163	0.000428026	0.774543	0.512666	16.7664
1164	-0.000274428	0.774203	0.512943	16.7742
1165	-0.000129195	0.773868	0.512935	16.782
1166	-9.68961e-05	0.773533	0.512858	16.7899
1167	0.000774882	0.773225	0.513312	16.7977
1168	0.000976521	0.772923	0.513338	16.8055
1169	0.00142905	0.772635	0.513494	16.8133
1170	0.00158986	0.772352	0.513613	16.8212
1171	0.00148394	0.772066	0.513825	16.829
1172	0.00152722	0.771781	0.513886	16.8368
1173	0.00189591	0.771508	0.513817	16.8446
1174	0.0016233	0.771227	0.514112	16.8525
1175	0.00125864	0.770936	0.514424	16.8603
1176	0.000975405	0.770637	0.514726	16.8682
1177	0.00143811	0.770352	0.514214	16.876
1178	0.00190055	0.770081	0.514432	16.8838
1179	0.00177424	0.769807	0.514436	16.8916
1180	0.00178829	0.769533	0.514648	16.8994
1181	0.00167247	0.769256	0.514667	16.9073
1182	0.00198938	0.768989	0.514586	16.9151
1183	0.00187325	0.768719	0.514519	16.9229
1184	0.00110757	0.768427	0.515041	16.9307
1185	0.000955285	0.768131	0.515223	16.9385
1186	0.00107342	0.767839	0.515463	16.9463
1187	0.000989226	0.767545	0.515488	16.9542
1188	0.00162522	0.767269	0.515233	16.962
